Artikelnr;Artikel Bezeichnung 1;Artikel Bezeichnung 2;Artikel Bezeichnung3;Lieferant;Hersteller;Lief. Artikelnr;Lief. Artikel Bezeichnung 1;Lief. Artikel Bezeichnung 2;Lief. Artikel Bezeichnung 3
1066282;6311-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;10016559;6311-2Z/C3;SKF;
1066283;6311-RS1;SKF Rillenkugellager mit einer Dichtscheibe, einreihig;;August Kuhfuss;SKF;1006311-RS1;6311-RS1;SKF Rillenkugellager mit einer Dichtscheibe, einreihig;
1066283;6311-RS1;SKF Rillenkugellager mit einer Dichtscheibe, einreihig;;August Kuhfuss;SKF;10031586;6311-RS1;SKF;
1066284;6311-Z;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;1006311-Z;6311-Z;SKF Rillenkugellager mit einer Deckscheibe, einreihig;
1066284;6311-Z;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;1066284;6311-Z;SKF Rillenkugellager mit einer Deckscheibe, einreihig;
1066284;6311-Z;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;10031587;6311-Z;SKF;
1066285;6311-Z/C3;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;1006311-Z/C3;6311-Z/C3;SKF Rillenkugellager mit einer Deckscheibe, einreihig;
1066285;6311-Z/C3;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;10052155;6311-Z/C3;SKF;
1066286;6311-ZNR;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;1006311-ZNR;6311-ZNR;SKF Rillenkugellager mit einer Deckscheibe, einreihig;
1066286;6311-ZNR;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;10087268;6311-ZNR;SKF;
1066287;6311/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006311/C3;6311/C3;SKF Rillenkugellager, einreihig;
1066288;6311/C4;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1066288;6311/C4;SKF Rillenkugellager, einreihig;
1066288;6311/C4;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006311/C4;6311/C4;SKF Rillenkugellager, einreihig;
1066288;6311/C4;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;10087266;6311/C4;SKF;
1066289;6311/VA201;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006311/VA201;6311/VA201;SKF Rillenkugellager, einreihig;
1066290;6312;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006312;6312;SKF Rillenkugellager, einreihig;
1066290;6312;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1066290;6312;SKF Rillenkugellager, einreihig;
1066291;6312 M/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006312 M/C3;6312 M/C3;NULL;NULL
1066291;6312 M/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006312 M/C3;6312 M/C3;SKF Rillenkugellager, einreihig;
1066291;6312 M/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;10043316;6312 M/C3;SKF;
1066292;6312 NR;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006312 NR;6312 NR;SKF Rillenkugellager, einreihig;
1066293;6312 NR/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006312 NR/C3;6312 NR/C3;SKF Rillenkugellager, einreihig;
1066293;6312 NR/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;10087274;6312 NR/C3;SKF;
1066294;6312-2RS1;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006312-2RS1  ;6312-2RS1;NULL;NULL
1066294;6312-2RS1;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1066294;6312-2RS1;SKF Rillenkugellager, einreihig, abgedichtet;
1066294;6312-2RS1;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1066294;6312-2RS1;SKF Rillenkugellager, einreihig, abgedichtet;
1066294;6312-2RS1;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006312-2RS1;6312-2RS1;SKF Rillenkugellager, einreihig, abgedichtet;
1066294;6312-2RS1;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;10016622;6312-2RS1;SKF;
1066295;6312-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006312-2RS1/C3  ;6312-2RS1/C3;NULL;NULL
1066295;6312-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006312-2RS1/C3;6312-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;
1066295;6312-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;10029709;6312-2RS1/C3;SKF;
1066296;6312-2Z;SKF Rillenkugellager, einreihig, abgedeckt;;August Kuhfuss;SKF;1006312-2Z;6312-2Z;SKF Rillenkugellager, einreihig, abgedeckt;
1066296;6312-2Z;SKF Rillenkugellager, einreihig, abgedeckt;;August Kuhfuss;SKF;1066296;6312-2Z;SKF Rillenkugellager, einreihig, abgedeckt;
1066296;6312-2Z;SKF Rillenkugellager, einreihig, abgedeckt;;August Kuhfuss;SKF;1066296;6312-2Z;SKF Rillenkugellager, einreihig, abgedeckt;
1066297;6312-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006312-2Z/C3  ;6312-2Z/C3;NULL;NULL
1066297;6312-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006312-2Z/C3;6312-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;
1066297;6312-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;10016611;6312-2Z/C3;SKF;
1066297;6312-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1066297;6312-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;
1066298;6312-2Z/VA208;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006312-2Z/VA208;6312-2Z/VA208;SKF Rillenkugellager, einreihig, abgedichtet;
1066299;6312-RS1;SKF Rillenkugellager mit einer Dichtscheibe, einreihig;;August Kuhfuss;SKF;1006312-RS1;6312-RS1;SKF Rillenkugellager mit einer Dichtscheibe, einreihig;
1066299;6312-RS1;SKF Rillenkugellager mit einer Dichtscheibe, einreihig;;August Kuhfuss;SKF;10017832;6312-RS1;SKF;
1066300;6312-Z;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;1006312-Z;6312-Z;SKF Rillenkugellager mit einer Deckscheibe, einreihig;
1066300;6312-Z;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;1066300;6312-Z;SKF Rillenkugellager mit einer Deckscheibe, einreihig;
1066301;6312-Z/C3;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;1006312-Z/C3;6312-Z/C3;SKF Rillenkugellager mit einer Deckscheibe, einreihig;
1066301;6312-Z/C3;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;10016609;6312-Z/C3;SKF;
1066302;6312-ZNR;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;1006312-ZNR;6312-ZNR;SKF Rillenkugellager mit einer Deckscheibe, einreihig;
1066302;6312-ZNR;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;10087272;6312-ZNR;SKF;
1066303;6312/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006312/C3;6312/C3;NULL;NULL
1066303;6312/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006312/C3;6312/C3;SKF Rillenkugellager, einreihig;
1066303;6312/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;10016608;6312/C3;SKF;
1066304;6312/C4;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006312/C4;6312/C4;SKF Rillenkugellager, einreihig;
1066304;6312/C4;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;10068796;6312/C4;SKF;
1066305;6313;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006313;6313;NULL;NULL
1066305;6313;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1066305;6313;SKF Rillenkugellager, einreihig;
1066305;6313;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006313;6313;SKF Rillenkugellager, einreihig;
1066305;6313;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1066305;6313;SKF Rillenkugellager, einreihig;
1066305;6313;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;10016665;6313;;
1066305;6313;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1066305;6313;SKF Rillenkugellager, einreihig;
1066306;6313 M/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006313 M/C3;6313 M/C3;SKF Rillenkugellager, einreihig;
1066306;6313 M/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;10031596;6313 M/C3;SKF;
1066307;6313 NR;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006313 NR;6313 NR;SKF Rillenkugellager, einreihig;
1066307;6313 NR;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;10059864;6313 NR;SKF;
1066308;6313 NR/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006313 NR/C3;6313 NR/C3;SKF Rillenkugellager, einreihig;
1066308;6313 NR/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;10087278;6313 NR/C3;SKF;
1066309;6313-2RS1;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006313-2RS1  ;6313-2RS1;NULL;NULL
1066309;6313-2RS1;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006313-2RS1;6313-2RS1;SKF Rillenkugellager, einreihig, abgedichtet;
1066309;6313-2RS1;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;10021865;6313-2RS1;SKF;
1066310;6313-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006313-2RS1/C3;6313-2RS1/C3;NULL;NULL
1066310;6313-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1066310;6313-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;
1066310;6313-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006313-2RS1/C3;6313-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;
1066310;6313-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;10020133;6313-2RS1/C3;SKF;
1066310;6313-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1066310;6313-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;
1066311;6313-2Z;SKF Rillenkugellager, einreihig, abgedeckt;;August Kuhfuss;SKF;1006313-2Z  ;6313-2Z;SKF Rillenkugellager, einreihig, abgedeckt;
1066311;6313-2Z;SKF Rillenkugellager, einreihig, abgedeckt;;August Kuhfuss;SKF;1066311;6313-2Z;SKF Rillenkugellager, einreihig, abgedeckt;
1066312;6313-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006313-2Z/C3  ;6313-2Z/C3;NULL;NULL
1066312;6313-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006313-2Z/C3;6313-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;
1066312;6313-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;10018777;6313-2Z/C3;SKF;
1066313;6313-RS1;SKF Rillenkugellager mit einer Dichtscheibe, einreihig;;August Kuhfuss;SKF;1006313-RS1;6313-RS1;SKF Rillenkugellager mit einer Dichtscheibe, einreihig;
1066313;6313-RS1;SKF Rillenkugellager mit einer Dichtscheibe, einreihig;;August Kuhfuss;SKF;10019147;6313-RS1;SKF;
1066314;6313-Z;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;1006313-Z;6313-Z;SKF Rillenkugellager mit einer Deckscheibe, einreihig;
1066314;6313-Z;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;1066314;6313-Z;SKF Rillenkugellager mit einer Deckscheibe, einreihig;
1066314;6313-Z;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;10115431;6313-Z;SKF;
1066315;6313-Z/C3;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;1006313-Z/C3;6313-Z/C3;SKF Rillenkugellager mit einer Deckscheibe, einreihig;
1066315;6313-Z/C3;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;10017949;6313-Z/C3;SKF;
1066316;6313/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006313/C3;6313/C3;SKF Rillenkugellager, einreihig;
1066316;6313/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;10016664;6313/C3;SKF;
1066317;6313/C4;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006313/C4;6313/C4;NULL;NULL
1066317;6313/C4;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006313/C4;6313/C4;SKF Rillenkugellager, einreihig;
1066317;6313/C4;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;10068797;6313/C4;SKF;
1066318;6313/VA201;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006313/VA201;6313/VA201;SKF Rillenkugellager, einreihig;
1066319;6314;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006314;6314;SKF Rillenkugellager, einreihig;
1066320;6314 MA/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006314 MA/C3;6314 MA/C3;SKF Rillenkugellager, einreihig;
1066320;6314 MA/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;10087287;6314 MA/C3;SKF;
1066321;6314 N/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006314 N/C3;6314 N/C3;SKF Rillenkugellager, einreihig;
1066321;6314 N/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;10074544;6314 N/C3;SKF;
1066322;6314 NR;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006314 NR;6314 NR;SKF Rillenkugellager, einreihig;
1066322;6314 NR;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;10082394;6314 NR;SKF;
1066323;6314 NR/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006314 NR/C3;6314 NR/C3;SKF Rillenkugellager, einreihig;
1066323;6314 NR/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;10082395;6314 NR/C3;SKF;
1066324;6314-2RS1;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1066324;6314-2RS1;SKF Rillenkugellager, einreihig, abgedichtet;
1066324;6314-2RS1;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006314-2RS1;6314-2RS1;SKF Rillenkugellager, einreihig, abgedichtet;
1066324;6314-2RS1;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1066324;6314-2RS1;SKF Rillenkugellager, einreihig, abgedichtet;
1066324;6314-2RS1;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;10016715;6314-2RS1;SKF;
1066325;6314-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006314-2RS1/C3  ;6314-2RS1/C3;NULL;NULL
1066325;6314-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006314-2RS1/C3;6314-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;
1066325;6314-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;10025199;6314-2RS1/C3;SKF;
1066326;6314-2Z;SKF Rillenkugellager, einreihig, abgedeckt;;August Kuhfuss;SKF;1006314-2Z;6314-2Z;SKF Rillenkugellager, einreihig, abgedeckt;
1066326;6314-2Z;SKF Rillenkugellager, einreihig, abgedeckt;;August Kuhfuss;SKF;1066326;6314-2Z;SKF Rillenkugellager, einreihig, abgedeckt;
1066326;6314-2Z;SKF Rillenkugellager, einreihig, abgedeckt;;August Kuhfuss;SKF;1066326;6314-2Z;SKF Rillenkugellager, einreihig, abgedeckt;
1066327;6314-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1066327;6314-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;
1066327;6314-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006314-2Z/C3;6314-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;
1066327;6314-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;10018776;6314-2Z/C3;SKF;
1066328;6314-RS1;SKF Rillenkugellager mit einer Dichtscheibe, einreihig;;August Kuhfuss;SKF;1006314-RS1;6314-RS1;SKF Rillenkugellager mit einer Dichtscheibe, einreihig;
1066328;6314-RS1;SKF Rillenkugellager mit einer Dichtscheibe, einreihig;;August Kuhfuss;SKF;10082398;6314-RS1;SKF;
1066329;6314-Z;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;1006314-Z;6314-Z;SKF Rillenkugellager mit einer Deckscheibe, einreihig;
1066329;6314-Z;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;1066329;6314-Z;SKF Rillenkugellager mit einer Deckscheibe, einreihig;
1066329;6314-Z;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;10132338;6314-Z;SKF;
1066330;6314-Z/C3;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;1006314-Z/C3;6314-Z/C3;SKF Rillenkugellager mit einer Deckscheibe, einreihig;
1066330;6314-Z/C3;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;10057186;6314-Z/C3;SKF;
1066331;6314/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1066331;6314/C3;SKF Rillenkugellager, einreihig;
1066331;6314/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006314/C3;6314/C3;SKF Rillenkugellager, einreihig;
1066331;6314/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;10016703;6314/C3;SKF;
1066332;6314/C4;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006314/C4;6314/C4;SKF Rillenkugellager, einreihig;
1066332;6314/C4;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;10062971;6314/C4;SKF;
1066333;6315;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1066333;6315;SKF Rillenkugellager, einreihig;
1066333;6315;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1066333;6315;SKF Rillenkugellager, einreihig;
1066333;6315;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006315;6315;SKF Rillenkugellager, einreihig;
1066333;6315;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;10016737;6315;;
1066333;6315;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1066333;6315;SKF Rillenkugellager, einreihig;
1066334;6315 M4/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006315 M4/C3;6315 M4/C3;SKF Rillenkugellager, einreihig;
1066335;6315-2RS1;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006315-2RS1;6315-2RS1;SKF Rillenkugellager, einreihig, abgedichtet;
1066336;6315-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006315-2RS1/C3;6315-2RS1/C3;NULL;NULL
1066336;6315-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006315-2RS1/C3;6315-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;
1066336;6315-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1066336;6315-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;NULL
1066336;6315-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;10044010;6315-2RS1/C3;SKF;
1066337;6315-2Z;SKF Rillenkugellager, einreihig, abgedeckt;;August Kuhfuss;SKF;1006315-2Z;6315-2Z;SKF Rillenkugellager, einreihig, abgedeckt;
1066337;6315-2Z;SKF Rillenkugellager, einreihig, abgedeckt;;August Kuhfuss;SKF;1066337;6315-2Z;SKF Rillenkugellager, einreihig, abgedeckt;
1066337;6315-2Z;SKF Rillenkugellager, einreihig, abgedeckt;;August Kuhfuss;SKF;1066337;6315-2Z;SKF Rillenkugellager, einreihig, abgedeckt;
1066338;6315-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006315-2Z/C3;6315-2Z/C3;NULL;NULL
1066338;6315-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006315-2Z/C3;6315-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;
1066338;6315-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;10029100;6315-2Z/C3;SKF;
1066339;6315-Z;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;1006315-Z;6315-Z;SKF Rillenkugellager mit einer Deckscheibe, einreihig;
1066339;6315-Z;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;1066339;6315-Z;SKF Rillenkugellager mit einer Deckscheibe, einreihig;
1066339;6315-Z;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;10016739;6315-Z;SKF;
1066340;6315-Z/C3;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;1006315-Z/C3;6315-Z/C3;SKF Rillenkugellager mit einer Deckscheibe, einreihig;
1066340;6315-Z/C3;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;10069541;6315-Z/C3;SKF;
1066341;6315/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006315/C3;6315/C3;SKF Rillenkugellager, einreihig;
1066341;6315/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;10016735;6315/C3;SKF;
1066342;6315/C4;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006315/C4;6315/C4;SKF Rillenkugellager, einreihig;
1066342;6315/C4;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;10058950;6315/C4;SKF;
1066343;6315/VA201;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006315/VA201;6315/VA201;SKF Rillenkugellager, einreihig;
1066343;6315/VA201;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;10106220;6315/VA201;SKF;
1066344;6316;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1066344;6316;SKF Rillenkugellager, einreihig;
1066344;6316;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006316;6316;SKF Rillenkugellager, einreihig;
1066344;6316;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;10016764;6316;;
1066345;6316 M/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006316 M/C3;6316 M/C3;SKF Rillenkugellager, einreihig;
1066345;6316 M/C3;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;10060898;6316 M/C3;SKF;
1066346;6316 M/C4;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006316 M/C4;6316 M/C4;SKF Rillenkugellager, einreihig;
1066346;6316 M/C4;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;10064628;6316 M/C4;SKF;
1066347;6316 MA/C3B20;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006316 MA/C3B20;6316 MA/C3B20;NULL;NULL
1066347;6316 MA/C3B20;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;1006316 MA/C3B20;6316 MA/C3B20;SKF Rillenkugellager, einreihig;
1066347;6316 MA/C3B20;SKF Rillenkugellager, einreihig;;August Kuhfuss;SKF;10059748;6316 MA/C3B20;SKF;
1066348;6316-2RS1;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006316-2RS1;6316-2RS1;NULL;NULL
1066348;6316-2RS1;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006316-2RS1;6316-2RS1;SKF Rillenkugellager, einreihig, abgedichtet;
1066348;6316-2RS1;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;10016771;6316-2RS1;SKF;
1066349;6316-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006316-2RS1/C3;6316-2RS1/C3;NULL;NULL
1066349;6316-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006316-2RS1/C3;6316-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;
1066349;6316-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;10052176;6316-2RS1/C3;SKF;
1066349;6316-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1066349;6316-2RS1/C3;SKF Rillenkugellager, einreihig, abgedichtet;
1066350;6316-2Z;SKF Rillenkugellager, einreihig, abgedeckt;;August Kuhfuss;SKF;1006316-2Z;6316-2Z;SKF Rillenkugellager, einreihig, abgedeckt;
1066350;6316-2Z;SKF Rillenkugellager, einreihig, abgedeckt;;August Kuhfuss;SKF;03830.03.1.3;6316-2Z;SKF Rillenkugellager, einreihig, abgedeckt;
1066351;6316-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;1006316-2Z/C3;6316-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;
1066351;6316-2Z/C3;SKF Rillenkugellager, einreihig, abgedichtet;;August Kuhfuss;SKF;10020135;6316-2Z/C3;SKF;
1066352;6316-Z;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;1006316-Z;6316-Z;SKF Rillenkugellager mit einer Deckscheibe, einreihig;
1066352;6316-Z;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;1066352;6316-Z;SKF Rillenkugellager mit einer Deckscheibe, einreihig;
1066352;6316-Z;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;10132358;6316-Z;SKF;
1066353;6316-Z/C3;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;1006316-Z/C3;6316-Z/C3;SKF Rillenkugellager mit einer Deckscheibe, einreihig;
1066353;6316-Z/C3;SKF Rillenkugellager mit einer Deckscheibe, einreihig;;August Kuhfuss;SKF;10028952;6316-Z/C3;SKF;
