Art.Nr.;Art.bez.1;Art.bez.2;Verwendung;Herst.Art.Nr.;Preiseinheit;Basis Einheit;Prod.grp. Bez.;War.grp. Bez.;Art.grp. Bez.
1042100;17X1400;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";17   14001600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil B17
1042103;17X1422;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";17   14221600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil B17
1042106;17X1450;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";17   14501600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil B17
1042109;17X1473;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";17   14731600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil B17
1042111;17X1500;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";17   15001600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil B17
1042117;17X1550;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";17   15501600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil B17
1042119;17X1575;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";17   15751600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil B17
1042123;17X1650;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";17   16501600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil B17
1042125;17X1700;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";17   17001600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil B17
1042132;17X1775;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";17   17751600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil B17
1042134;17X1800;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";17   18001600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil B17
1042140;17X1930;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";17   19301600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil B17
1042142;17X1950;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";17   19501600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil B17
1042144;17X1981;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";17   19811600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil B17
1042152;17X2120;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";17   21201600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil B17
1042155;17X2134;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";17   21341600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil B17
1042159;17X2240;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";17   22401600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil B17
1042160;17X2286;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";17   22861600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil B17
1042163;17X2360;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";17   23601600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil B17
1042164;17X2400;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";17   24001600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil B17
1042165;17X2413;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";17   24131600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil B17
1042169;17X2540;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";17   25401600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil B17
1042175;17X2750;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";17   27501600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil B17
1042176;17X2800;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";17   28001600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil B17
1042177;17X2845;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";17   28451600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil B17
1042179;17X2950;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";17   29501600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil B17
1042180;17X3000;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";17   30001600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil B17
1042201;17X4000;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";17   40001600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil B17
1042206;17X4250;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";17   42501600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil B17
1042219;17X5X476;Strongbelt-Breitkeilriemen;"EINK;VERK;SHOP";17X5    4761647;1;St.;Antriebstechnik ;Breitkeilriemen;Profil 17x5
1042222;17X5X606;Strongbelt-Breitkeilriemen;"EINK;VERK;SHOP";17X5    6061647;1;St.;Antriebstechnik ;Breitkeilriemen;Profil 17x5
1042224;17X5X776;Strongbelt-Breitkeilriemen;"EINK;VERK;SHOP";17X5    7761647;1;St.;Antriebstechnik ;Breitkeilriemen;Profil 17x5
1042225;17X6000;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";17   60001600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil B17
1042227;17X615;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";17    6151600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil B17
1042228;17X630;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";17    6301600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil B17
1042231;17X650;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";17    6501600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil B17
1042234;17X670;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";17    6701600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil B17
1042237;17X7000;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";17   70001600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil B17
1042254;17X836;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";17    8361600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil B17
1042267;17X900;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";17    9001600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil B17
1042276;17X965;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";17    9651600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil B17
1042295;20X1250;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";20   12501600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil 20
1042307;20X2000;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";20   20001600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil 20
1042312;20X2650;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";20   26501600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil 20
1042321;20X4000;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";20   40001600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil 20
1042330;21X6X530;Strongbelt-Breitkeilriemen;"EINK;VERK;SHOP";21X6    5301647;1;St.;Antriebstechnik ;Breitkeilriemen;Profil 21x6
1042332;21X6X610;Strongbelt-Breitkeilriemen;"EINK;VERK;SHOP";21X6    6101647;1;St.;Antriebstechnik ;Breitkeilriemen;Profil 21x6
1042335;21X6X870;Strongbelt-Breitkeilriemen;"EINK;VERK;SHOP";21X6    8701647;1;St.;Antriebstechnik ;Breitkeilriemen;Profil 21x6
1042336;21X6X970;Strongbelt-Breitkeilriemen;"EINK;VERK;SHOP";21X6    9701647;1;St.;Antriebstechnik ;Breitkeilriemen;Profil 21x6
1042348;22X1450;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";22   14501600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil C22
1042355;22X1600;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";22   16001600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil C22
1042356;22X1650;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";22   16501600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil C22
1042358;22X1700;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";22   17001600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil C22
1042359;22X1727;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";22   17271600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil C22
1042368;22X1930;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";22   19301600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil C22
1042388;22X2413;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";22   24131600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil C22
1042396;22X2692;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";22   26921600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil C22
1042401;22X2965;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";22   29651600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil C22
1042402;22X3000;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";22   30001600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil C22
1042421;22X5000;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";22   50001600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil C22
1042422;22X5300;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";22   53001600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil C22
1042435;22X8X1320;Strongbelt-Breitkeilriemen;"EINK;VERK;SHOP";;1;St.;Antriebstechnik ;Breitkeilriemen;Profil 22x8
1042437;22X8X525;Strongbelt-Breitkeilriemen;"EINK;VERK;SHOP";22X8    5251647;1;St.;Antriebstechnik ;Breitkeilriemen;Profil 22x8
1042442;22X8X700;Strongbelt-Breitkeilriemen;"EINK;VERK;SHOP";22X8    7001647;1;St.;Antriebstechnik ;Breitkeilriemen;Profil 22x8
1042444;22X8X800;Strongbelt-Breitkeilriemen;"EINK;VERK;SHOP";22X8    8001647;1;St.;Antriebstechnik ;Breitkeilriemen;Profil 22x8
1042446;22X8X900;Strongbelt-Breitkeilriemen;"EINK;VERK;SHOP";22X8    9001647;1;St.;Antriebstechnik ;Breitkeilriemen;Profil 22x8
1042447;22X8X950;Strongbelt-Breitkeilriemen;"EINK;VERK;SHOP";22X8    9501647;1;St.;Antriebstechnik ;Breitkeilriemen;Profil 22x8
1042450;23X10X865;Strongbelt-Breitkeilriemen;"EINK;VERK;SHOP";;1;St.;Antriebstechnik ;Breitkeilriemen;Profil 23x10
1042454;25X1700;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";25   17001600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil 25
1042466;25X3150;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";25   31501600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil 25
1042499;28X8X1000;Strongbelt-Breitkeilriemen;"EINK;VERK;SHOP";28X8   10001647;1;St.;Antriebstechnik ;Breitkeilriemen;Profil 28x8
1042503;28X8X600;Strongbelt-Breitkeilriemen;"EINK;VERK;SHOP";28X8    6001647;1;St.;Antriebstechnik ;Breitkeilriemen;Profil 28x8
1042509;28X8X900;Strongbelt-Breitkeilriemen;"EINK;VERK;SHOP";28X8    9001647;1;St.;Antriebstechnik ;Breitkeilriemen;Profil 28x8
1042510;28X8X950;Strongbelt-Breitkeilriemen;"EINK;VERK;SHOP";28X8    9501647;1;St.;Antriebstechnik ;Breitkeilriemen;Profil 28x8
1042514;30X10X1600;Strongbelt-Breitkeilriemen;"EINK;VERK;SHOP";30X10   16001647;1;St.;Antriebstechnik ;Breitkeilriemen;Profil 30x10
1042516;30X10X875;Strongbelt-Breitkeilriemen;"EINK;VERK;SHOP";30X10    8751647;1;St.;Antriebstechnik ;Breitkeilriemen;Profil 30x10
1042517;30X10X900;Strongbelt-Breitkeilriemen;"EINK;VERK;SHOP";30X10    9001647;1;St.;Antriebstechnik ;Breitkeilriemen;Profil 30x10
1042523;32X10X900;Strongbelt-Breitkeilriemen;"EINK;VERK;SHOP";32X10    9001647;1;St.;Antriebstechnik ;Breitkeilriemen;Profil 32x10
1042528;32X2500;Strongbelt-Klassische Keilriemen;"EINK;VERK;SHOP";32   25001600;1;St.;Antriebstechnik ;Klassische Keilriemen;Profil D32
1042570;37X10X1020;Strongbelt-Breitkeilriemen;"EINK;VERK;SHOP";37X10   10201647;1;St.;Antriebstechnik ;Breitkeilriemen;Profil 37x10
1042571;37X10X1060;Strongbelt-Breitkeilriemen;"EINK;VERK;SHOP";37X10   10601647;1;St.;Antriebstechnik ;Breitkeilriemen;Profil 37x10
1042573;37X10X1250;Strongbelt-Breitkeilriemen;"EINK;VERK;SHOP";37X10   12501647;1;St.;Antriebstechnik ;Breitkeilriemen;Profil 37x10
